1,679860.7068,419317.2614,30.25,0,1164054300
2,679860.616,419316.3437,30.25,0,1164054400
3,679860.5252,419315.4259,30.25,0,1164054500
4,679860.4343,419314.5085,30.25,0,1164054600
5,679860.3435,419313.5907,30.25,0,1164054700
6,679860.2524,419312.6733,30.25,0,1164054800
7,679860.1615,419311.7555,30.25,0,1164054900
8,679860.0707,419310.8381,30.25,0,1164055000
9,679859.9799,419309.9203,30.25,0,1164055100
10,679859.889,419309.0026,30.25,0,1164055200
11,679859.7982,419308.0851,30.25,0,1164055300
12,679859.7071,419307.1674,29.95,-4.92,1164055400
13,679859.6162,419306.2499,29.25,-10,1164055500
14,679859.5254,419305.3322,28.73,-6.45,1164055600
15,679859.4346,419304.4147,28.74,-1.94,1164055700
16,679859.3438,419303.497,29.24,10.46,1164055800
17,679859.2529,419302.5792,29.95,5.06,1164055900
